Name,Global_Sales
ESPN NFL Football,0.56
Fatal Fury Special,0.56
Major League Baseball 2K5,0.56
Tetris Party Deluxe,0.56
DS Bimoji Training,0.56
Gravity Rush,0.56
Quantum Break,0.56
Archer Maclean's Mercury,0.56
TMNT,0.56
Middle-Earth: Shadow of Mordor,0.56
Soldier of Fortune: Gold Edition,0.56
FIFA 15,0.56
Final Fantasy IV: The Complete Collection,0.56
Frontlines: Fuel of War,0.56
MX 2002 Featuring Ricky Carmichael,0.56
NCAA Football 07,0.56
Lunar: Silver Star Story Complete,0.55
Harvest Moon: The Tale of Two Towns,0.55
No More Heroes,0.55
NBA Showtime: NBA on NBC,0.55
God of War: Origins Collection,0.55
Dora The Explorer: Dora Saves the Snow Princess,0.55
Soul Reaver 2,0.55
Metal Gear Solid 3: Subsistence,0.55
The Godfather (old US sales),0.55
Enslaved: Odyssey to the West,0.55
Daytona USA,0.55
WWF Raw,0.55
Shin Super Robot Taisen,0.55
Jump Super Stars,0.55
Guitar Hero Live,0.55
The Activision Decathlon,0.55
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,0.55
Fighting Force 2,0.55
Sakura Wars,0.55
Catz,0.55
Extermination,0.55
Batman: Vengeance,0.55
Ratchet & Clank: Quest for Booty,0.55
Derby Stallion 04,0.55
Rapala Tournament Fishing!,0.55
Hot Shots Golf: World Invitational,0.55
Tony Hawk's Pro Skater 3,0.55
Mega Man Zero,0.55
Contender 2,0.55
Resident Evil: Revelations 2,0.55
Star Wars: Dark Forces,0.55
LEGO Dimensions,0.55
NBA 2K8,0.55
Rayman Origins,0.55
The Amazing Spider-Man 2 (2014),0.55
SD Gundam G Generation Zero,0.55
Assassin's Creed: Unity,0.55
MX vs. ATV: Alive,0.55
Super Robot Taisen F,0.55
Shrek 2,0.55
Purr Pals,0.55
Assassin's Creed II,0.55
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,0.55
Secret Agent Clank(US sales),0.55
SpongeBob SquarePants: SuperSponge,0.55
Super Robot Taisen F Kanketsuhen,0.55
Tak and the Power of Juju,0.55
Madagascar: Escape 2 Africa,0.55
Lips: Number One Hits,0.55
Mortal Kombat 3,0.55
Star Wars Battlefront (2015),0.55
Turok: Evolution,0.55
Grease,0.55
Jak X: Combat Racing,0.55
Donkey Kong Jungle Climber,0.55
American Idol,0.55
Top Gun: Fire at Will!,0.55
Barbie Horse Adventures: Riding Camp,0.55
Red Dead Revolver,0.55
CrossworDS,0.55
Viva Pinata: Pocket Paradise,0.55
Petz Catz Clan,0.54
ZhuZhu Pets 2: Featuring The Wild Bunch,0.54
Sly Cooper: Thieves in Time,0.54
Iron Man,0.54
SingStar Summer Party,0.54
Spec Ops: The Line,0.54
The SpongeBob SquarePants Movie,0.54
NHL 14,0.54
F1 2013,0.54
FIFA Soccer 07,0.54
Gekikuukan Pro Yakyuu: At the End of the Century 1999,0.54
Legends of WrestleMania,0.54
Are You Smarter than a 5th Grader? Make the Grade,0.54
Tiger Woods PGA Tour 08,0.54
Medarot 2: Kabuto / Kuwagata Version,0.54
Dance Dance Revolution Ultramix,0.54
Crash Tag Team Racing,0.54
Front Mission 4,0.54
The Fairly Odd Parents: Breakin' Da Rules,0.54
Rayman Origins,0.54
Ninokuni: Shikkoku no Madoushi,0.54
F.E.A.R.,0.54
Enslaved: Odyssey to the West,0.54
SRS: Street Racing Syndicate,0.54
Dragon Ball Z: Shin Budokai,0.54
Tiger Woods PGA Tour 13,0.54
Dynasty Warriors: Gundam 3,0.54
Def Jam: Fight for NY,0.54
Action Force,0.54
FIFA 99,0.54
Gauntlet Legends,0.54
Kidou Senshi Gundam: Extreme VS,0.54
System 3 presents Ferrari Challenge Trofeo Pirelli,0.54
Tony Hawk: Shred,0.54
Tiger Woods PGA Tour 11,0.54
NBA Live 10,0.54
Metro 2033,0.54
Bust A Groove,0.54
Fire Emblem: Path of Radiance,0.54
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,0.54
Hotel Dusk: Room 215,0.54
Final Fantasy Explorers,0.54
Pachi-Slot Aruze Oukoku 2,0.54
Bratz: Rock Angelz,0.54
SSX Tricky,0.54
Greg Hastings' Tournament Paintball,0.54
World Soccer Winning Eleven 7 International (JP version),0.54
ESPN NBA Basketball,0.54
Dragon Ball Z: Ultimate Tenkaichi,0.54
Sacred 2: Fallen Angel,0.54
Two Worlds II,0.54
Over the Hedge,0.54
Mat Hoffman's Pro BMX,0.54
Phineas and Ferb: Across the 2nd Dimension,0.54
50 Classic Games,0.54
Let's Draw!,0.54
NHL 14,0.54
Popeye,0.54
Petz Nursery,0.54
The Hobbit,0.54
War of the Monsters,0.54
Harry Potter and the Deathly Hallows - Part 1,0.54
NBA Street Vol. 2,0.54
The Incredible Hulk: Ultimate Destruction,0.54
Time Crisis: Razing Storm,0.54
Summer Sports: Paradise Island,0.53
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",0.53
Time Crisis II,0.53
Inazuma Eleven GO,0.53
Clock Tower,0.53
NCAA March Madness 06,0.53
LEGO Dimensions,0.53
Valkyria Chronicles II,0.53
Jampack Volume 11,0.53
Monster High: Ghoul Spirit,0.53
Tatsunoko vs. Capcom: Ultimate All-Stars,0.53
Rune Factory: A Fantasy Harvest Moon,0.53
Legacy of Kain: Defiance,0.53
SpongeBob SquarePants: Game Boy Advance Video Volume 2,0.53
NCAA March Madness 2005,0.53
007 Racing,0.53
Tactics Ogre: Let Us Cling Together,0.53
Conflict: Vietnam,0.53
Dragon's Crown,0.53
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,0.53
MLB SlugFest 20-04,0.53
Gex 3: Deep Cover Gecko,0.53
NASCAR 09,0.53
Blitz: The League,0.53
Manhunt 2,0.53
Just Dance 2015,0.53
Jampack Vol. 2,0.53
The LEGO Movie Videogame,0.53
Virtual Soccer,0.53
Overwatch,0.53
Romance of the Three Kingdoms IV: Wall of Fire,0.53
Monster Jam: Path of Destruction,0.53
Winning Post,0.53
Peter Jackson's King Kong: The Official Game of the Movie,0.53
Burnout Revenge,0.53
Medal of Honor: European Assault,0.53
Ty the Tasmanian Tiger 2: Bush Rescue,0.53
The Lord of the Rings: The Fellowship of the Ring,0.53
NBA 06,0.53
Inazuma Eleven,0.53
Excite Truck,0.53
Phoenix Wright: Ace Attorney - Justice for All,0.53
Spider-Man,0.53
Magician's Quest: Mysterious Times,0.53
Hello Kitty: Big City Dreams,0.53
X-Men Legends,0.53
Mario & Sonic at the Rio 2016 Olympic Games,0.53
G-Force,0.53
Front Mission 2,0.53
StarCraft II: Legacy of the Void,0.53
Jewel Master Egypt,0.53
ModNation Racers,0.53
LEGO Dimensions,0.53
WWE SmackDown vs. Raw 2010,0.53
Are You Smarter Than A 5th Grader?,0.53
Oni,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.53
Terminator Salvation,0.53
How to Train Your Dragon,0.53
The Lord of the Rings: The Two Towers,0.53
Batman: Arkham City,0.53
Juiced,0.53
The Warriors,0.53
J-League Soccer: Prime Goal 2,0.53
Star Fox Command,0.53
Dragon Age: Inquisition,0.53
Wayne Gretzky's 3D Hockey,0.53
NASCAR 2000,0.53
Pachi-Slot Aruze Oukoku 4,0.53
Bulletstorm,0.53
Return to Castle Wolfenstein: Operation Resurrection,0.53
Mario Tennis: Power Tour,0.52
Seaman,0.52
The Grinch,0.52
Tales of Symphonia,0.52
Michael Jackson: The Experience,0.52
Tales of Destiny,0.52
Stuntman: Ignition,0.52
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,0.52
F.E.A.R. 2: Project Origin,0.52
Mystery Dungeon: Shiren the Wanderer,0.52
GT Pro Series,0.52
Tiger Woods PGA Tour 11,0.52
The Golden Compass,0.52
Final Fantasy Chronicles,0.52
F1 2009,0.52
Syphon Filter 3,0.52
Metal Gear Solid 2: Substance,0.52
Tales of Symphonia: Dawn of the New World,0.52
NBA Live 08,0.52
Guinness World Records: The Videogame,0.52
We Love Katamari,0.52
Sesame Street: Once Upon A Monster,0.52
NCAA Football 2003,0.52
We Cheer,0.52
Madden NFL 07,0.52
Ready 2 Rumble Boxing: Round 2,0.52
LEGO Jurassic World,0.52
Mega Man 6,0.52
NBA Live 09,0.52
FIFA 12,0.52
Mission: Impossible,0.52
Rory McIlroy PGA Tour,0.52
SingStar Dance,0.52
Rival Schools: United By Fate,0.52
Lords of the Fallen,0.52
Swing Away Golf,0.52
J-League Pro Soccer Club o Tsukurou! 3,0.52
Tomb Raider: Legend,0.52
Freedom Fighters,0.52
Silent Hill: Origins,0.52
Gun,0.52
That's So Raven 2: Supernatural Style,0.52
Fight Night Round 3,0.52
The Punisher,0.52
Kirby and the Rainbow Curse,0.52
Front Mission 3,0.52
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,0.52
SSX On Tour,0.52
 Frozen: Olaf's Quest,0.52
Disgaea 3: Absence of Justice,0.52
Tony Hawk's Pro Skater 3,0.52
Way of the Samurai 3,0.52
The Sims 2: Open for Business,0.52
Rune Factory 2: A Fantasy Harvest Moon,0.52
Harry Potter and the Prisoner of Azkaban,0.52
Omega Boost,0.52
NFL 2K3,0.52
Cars 2,0.52
Go Diego Go! Safari Rescue,0.52
SimAnimals,0.52
NBA Live 2002,0.52
Jampack Winter 2002,0.52
LEGO Marvel Super Heroes,0.51
Way of the Samurai,0.51
The 3rd Birthday,0.51
Sonic & All-Stars Racing Transformed,0.51
Kung Fu Panda,0.51
Classic Word Games,0.51
Epic Mickey 2: The Power of Two,0.51
Fishing Derby,0.51
Pac-Man Fever,0.51
Spectrobes: Beyond the Portals,0.51
International Track & Field,0.51
HSX HyperSonic.Xtreme,0.51
Lair,0.51
Madden NFL 2004,0.51
Jikkyou Powerful Pro Yakyuu 10,0.51
Summoner,0.51
Soul Sacrifice,0.51
Virtual Pool,0.51
DC Universe Online,0.51
Jam With the Band,0.51
NBA Live 07,0.51
IL-2 Sturmovik: Birds of Prey,0.51
100 All-Time Favorites,0.51
The Walking Dead: Survival Instinct,0.51
Major League Baseball 2K10,0.51
Alice in Wonderland,0.51
Ratatouille,0.51
"SpongeBob SquarePants: Lights, Camera, Pants!",0.51
Wrecking Crew,0.51
Rugrats: Scavenger Hunt,0.51
International Superstar Soccer 2000 (All region sales),0.51
NBA Live 2004,0.51
Iron Man,0.51
Alien: Isolation,0.51
Dai-4-Ji Super Robot Taisen S,0.51
Pro Evolution Soccer 2010,0.51
Disney's Kim Possible: Revenge of Monkey Fist,0.51
Naruto Shippuden: Clash of Ninja Revolution 3,0.51
Ace Combat Zero: The Belkan War,0.51
Dragon Age: Origins,0.51
Dynasty Warriors,0.51
NHL 07,0.51
SoulCalibur: Broken Destiny,0.51
Dishonored,0.51
Dragon Ball: Raging Blast,0.51
Naruto Shippuden: Ultimate Ninja Storm 3,0.51
Petz: Hamsterz Life 2,0.51
World Championship Poker,0.51
The BIGS,0.51
WWE 2K16,0.51
Final Fantasy,0.51
Dragon Ball Z: Supersonic Warriors,0.51
NBA Ballers,0.51
Silent Hill 4: The Room,0.51
River Raid II,0.51
Capcom Classics Collection,0.51
My Word Coach,0.51
Monopoly Party,0.51
Tiger Woods PGA Tour 13,0.51
NHL FaceOff 98,0.51
The Saboteur,0.51
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5
Sonic Riders,0.5
Looney Tunes: Back in Action,0.5
Monsters vs. Aliens,0.5
Midnight Magic,0.5
NHL 09,0.5
Bully: Scholarship Edition,0.5
WWE SmackDown vs. RAW 2007,0.5
Midnight Club II,0.5
Monster Hunter Freedom 2,0.5
Tiger Woods PGA Tour 07,0.5
Ratatouille,0.5
Avatar: The Last Airbender,0.5
Blue's Clues: Blue's Big Musical,0.5
The Mummy Returns,0.5
Cars Toon: Mater's Tall Tales,0.5
Paws & Claws: Dogs & Cats Best Friends,0.5
Hitman: Blood Money,0.5
Disney Sing It,0.5
Chopper Command,0.5
Lost: Via Domus,0.5
Crash: Mind Over Mutant,0.5
Activision Anthology,0.5
Picross DS,0.5
Pro Evolution Soccer 2012,0.5
Final Fantasy II Anniversary Edition,0.5
Test Drive Unlimited,0.5
Harry Potter and the Half-Blood Prince,0.5
Unit 13,0.5
R.U.S.E.,0.5
Theatrhythm: Final Fantasy,0.5
Prince of Persia Trilogy,0.5
Goldeneye 007: Reloaded,0.5
Rugrats in Paris: The Movie,0.5
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,0.5
Star Wars: Jedi Starfighter,0.5
Tactics Ogre: The Knight of Lodis,0.5
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",0.5
Super Robot Taisen MX,0.5
Sega Bass Fishing,0.5
Bases Loaded '96: Double Header,0.5
Dead or Alive Ultimate,0.5
RPG Maker,0.5
Major League Baseball 2K12,0.5
Rooms: The Main Building,0.5
Dance Dance Revolution Universe 2,0.5
Burnout Revenge,0.5
Star Wars: Clone Wars,0.5
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5
Madden NFL 13,0.5
Madden NFL 11,0.5
Monster Hunter,0.5
NBA Street Homecourt,0.5
Tony Hawk's Underground 2,0.5
SplashDown: Rides Gone Wild,0.5
Super Famista 5,0.5
Shrek SuperSlam,0.5
Rayman Advance,0.5
Super Robot Taisen Z,0.5
PoPoLoCrois Monogatari,0.5
Wet,0.5
Tomb Raider: Anniversary,0.5
Fantastic 4,0.5
Men in Black II: Alien Escape,0.5
RealSports Tennis,0.5
Nicktoons: Attack of the Toybots,0.5
Raiders of the Lost Ark,0.5
Gauntlet,0.5
Alice: Madness Returns,0.5
Madden NFL 07,0.49
Spider-Man 2,0.49
Ridge Racer 3D,0.49
Picross 3D,0.49
Dynasty Warriors: Gundam 2,0.49
Cars Mater-National Championship,0.49
Tony Hawk's Underground 2,0.49
Super Monkey Ball 3D,0.49
Euro Truck Simulator,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,0.49
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.49
F1 2012,0.49
NBA 2K11,0.49
Ice Hockey,0.49
Tony Hawk's Project 8,0.49
Babysitting Mama,0.49
Bleach: Soul Resurreccion,0.49
The Matrix: Path of Neo,0.49
Dragon Ball Z: Supersonic Warriors 2,0.49
Sonic Lost World,0.49
WWE Wrestlemania X8,0.49
Boogie,0.49
The Price is Right,0.49
Power Rangers: Dino Thunder,0.49
GoldenEye: Rogue Agent,0.49
Fire Emblem: Radiant Dawn,0.49
The Sims,0.49
Plants vs. Zombies: Garden Warfare 2,0.49
Grandia III,0.49
Ace Combat: Assault Horizon,0.49
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,0.49
Mario & Wario,0.49
Scarface: The World is Yours,0.49
Resident Evil: The Mercenaries 3D,0.49
FIFA Soccer 64,0.49
Dreamworks Madagascar Kartz,0.49
Star Wars Battlefront: Elite Squadron,0.49
Epic Mickey: Power of Illusion,0.49
Kane & Lynch 2: Dog Days,0.49
J-League Pro Soccer Club wo Tsukurou! 2,0.49
SpongeBob SquarePants: Creature from the Krusty Krab,0.49
Backyard Baseball,0.49
WipEout Pulse,0.49
Middle-Earth: Shadow of Mordor,0.49
Barbie Horse Adventures: Wild Horse Rescue,0.49
Pokemon Art Academy ,0.49
Taiko no Tatsujin: Appare Sandaime,0.49
One Piece: Grand Battle!,0.49
Sonic & All-Stars Racing Transformed,0.49
Medal of Honor,0.49
Asphalt 3D,0.49
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.49
Crazy Taxi,0.49
Dragon Ball Z: Burst Limit,0.49
Spy Hunter 2,0.49
Pac-Man World 2,0.49
Die Hard Trilogy 2: Viva Las Vegas,0.49
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,0.49
Sniper: Art of Victory,0.49
Tales of Legendia,0.49
SimCity 2000,0.49
FIFA Soccer 09,0.49
Steel Diver,0.49
Bravely Second: End Layer,0.49
Alone in the Dark,0.48
Football Manager Handheld 2009,0.48
Puzzle & Dragons Z + Super Mario Bros. Edition,0.48
Shrek the Third,0.48
Madagascar: Operation Penguin,0.48
Need for Speed: Porsche Unleashed,0.48
Yu-Gi-Oh! Forbidden Memories (JP sales),0.48
Far Cry 2,0.48
NFL Street 2,0.48
Millipede,0.48
The Legend of the Mystical Ninja,0.48
Mad Max (2015),0.48
Rock Band Unplugged,0.48
Ultimate I Spy,0.48
Jeopardy!,0.48
Destroy All Humans! 2,0.48
Skylanders: SuperChargers,0.48
ECW Hardcore Revolution,0.48
You're in the Movies,0.48
Cars 2,0.48
Scene It? Lights Camera Action,0.48
MotorStorm: Apocalypse,0.48
Dark Sector,0.48
Wu-Tang: Shaolin Style,0.48
Tiger Woods PGA Tour 07,0.48
Plants vs. Zombies: Garden Warfare 2,0.48
Mario Golf: World Tour,0.48
Secret Weapons Over Normandy,0.48
Harvest Moon 64,0.48
All-Star Baseball 99,0.48
NCAA Football 09,0.48
Bratz: The Movie,0.48
Crash of the Titans,0.48
Dragon Ball: XenoVerse,0.48
Rayman Raving Rabbids: TV Party,0.48
Lollipop Chainsaw,0.48
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.48
Vigilante 8: 2nd Offense,0.48
The Saboteur,0.48
Metal Gear Rising: Revengeance,0.48
Atelier Rorona: Alchemist of Arland,0.48
Theme Park Roller Coaster,0.48
Bass Pro Shops: The Strike,0.48
Bakugan Battle Brawlers: Defenders of the Core,0.48
NFL Xtreme 2,0.48
Major League Baseball 2K13,0.48
Scrabble 2007 Edition,0.48
NHL 16,0.48
Midnight Club: Street Racing,0.48
Tiger Woods PGA Tour 06,0.48
Fortune Street,0.48
FIFA World Cup Germany 2006,0.48
Up,0.48
Grand Prix,0.48
Jake Power: Fireman,0.48
World of Outlaws: Sprint Cars 2002,0.48
Children of Mana,0.48
Sonic the Hedgehog,0.48
Fantavision,0.47
Double Dragon,0.47
Alien Trilogy,0.47
NBA Live 99,0.47
Karate,0.47
X-Men: Next Dimension,0.47
Go Diego Go! Great Dinosaur Rescue,0.47
The Godfather (JP sales),0.47
Dynasty Warriors Gundam,0.47
Doom 3 BFG Edition,0.47
Alice in Wonderland,0.47
Spider-Man 3,0.47
Super Puyo Puyo 2,0.47
Rock Band 4,0.47
Gauntlet Legends,0.47
James Bond 007: Blood Stone,0.47
WipEout,0.47
Street Fighter X Tekken,0.47
Dark Sector,0.47
ICO,0.47
World of Warcraft: Warlords of Draenor,0.47
Ford Racing Off Road,0.47
Cars: Race-O-Rama,0.47
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,0.47
Unreal Tournament III,0.47
FIFA Soccer 13,0.47
Victorious Boxers: Ippo's Road to Glory,0.47
Densetsu no Stafi,0.47
Valkyrie Profile 2: Silmeria,0.47
Pinball Hall of Fame: The Williams Collection,0.47
Hot Wheels Velocity X,0.47
MySims Racing,0.47
Clash of Elementalists,0.47
F.E.A.R. 2: Project Origin,0.47
The Sims 2: Pets,0.47
L.A. Rush,0.47
Momotarou Dentetsu V,0.47
Doom 64,0.47
Bomberman Hero,0.47
Automobili Lamborghini,0.47
Quest 64,0.47
Crash: Mind Over Mutant,0.47
Viva Pinata: Trouble in Paradise,0.47
Epic Mickey 2: The Power of Two,0.47
Commando,0.47
NBA Ballers: Phenom,0.47
Dragon Age Origins: Awakening,0.47
Need for Speed Carbon,0.47
Shadowrun,0.47
Crazy Taxi: Fare Wars,0.47
MTV Music Generator,0.47
"Warhammer 40,000: Dawn of War II",0.47
Hamsterz Life,0.47
Emergency Heroes,0.47
Super Momotarou Dentetsu DX,0.47
FlingSmash,0.47
World Soccer Winning Eleven 8: Liveware Evolution,0.47
Cars: Race-O-Rama,0.47
Downhill Domination,0.47
Dead Space Extraction,0.47
Pirates of the Caribbean: Dead Man's Chest,0.47
Silent Hill: Shattered Memories,0.47
Active Life: Extreme Challenge,0.47
FIFA 12,0.47
Spider-Man: Friend or Foe,0.47
World Series of Poker,0.47
Inazuma Eleven Go 2: Chrono Stone,0.47
NHL 97,0.47
Final Fantasy Crystal Chronicles: Echoes of Time,0.47
Rise of Nightmares,0.47
EA Sports UFC,0.47
Kong: The 8th Wonder of the World,0.47
Spider-Man 3,0.47
Dead or Alive 4,0.47
Godzilla: Save the Earth,0.47
Dance Dance Revolution: Mario Mix,0.47
Metal Gear Solid: The Twin Snakes,0.47
Tiger Woods PGA Tour 07,0.47
Art Academy: Lessons for Everyone,0.46
Mat Hoffman's Pro BMX 2,0.46
Metal Gear Solid: The Essential Collection,0.46
One Piece: Pirate Warriors 3,0.46
Iridion 3D,0.46
2010 FIFA World Cup South Africa,0.46
Classic NES Series: Pac-Man,0.46
Two Worlds II,0.46
Football Manager 2015,0.46
Destroy All Humans!,0.46
Petz Sports,0.46
Imagine: Figure Skater (US sales),0.46
SimCity Creator,0.46
Dragon Ball Z: Collectible Card Game,0.46
Circus Atari,0.46
Harry Potter and the Order of the Phoenix,0.46
The Sims 3: Ambitions,0.46
Razor Freestyle Scooter,0.46
Disney's Kim Possible 3: Team Possible,0.46
Rygar: The Legendary Adventure,0.46
Syphon Filter: Logan's Shadow,0.46
Super Batter Up,0.46
Kessen II,0.46
Crayon Shin-Chan: Arashi o Yobu Enji,0.46
Stuart Little 2,0.46
Tak 2: The Staff of Dreams,0.46
SingStar Amped,0.46
Brothers In Arms: Earned in Blood,0.46
The Evil Within,0.46
Dragon Ball Z: Sagas,0.46
Scooby-Doo,0.46
MX vs. ATV: Alive,0.46
Hydro Thunder,0.46
NHL FaceOff '97,0.46
Thief (2014),0.46
The Walking Dead: Season One,0.46
NBA Live 07,0.46
Brothers In Arms: Road to Hill 30,0.46
The Legend of Spyro: Dawn of the Dragon,0.46
Gremlins,0.46
The Mark of Kri,0.46
Need for Speed: Hot Pursuit,0.46
Jampack Winter 2003 (RP-M),0.46
Rugrats: Castle Capers,0.46
Crash Nitro Kart,0.46
Crayola: Treasure Adventures,0.46
LEGO The Hobbit,0.46
Silent Hill: Downpour,0.46
Mega Man Star Force 3: Black Ace / Red Joker,0.46
WWE SmackDown vs. Raw 2011,0.46
Jak and Daxter: The Lost Frontier,0.46
Momotarou Dentetsu 11,0.46
Disney Infinity 3.0,0.46
The Sims 3: Outdoor Living Stuff,0.46
Star Wars: Demolition,0.46
Bloody Roar II,0.46
Delta Force: Black Hawk Down,0.46
The Princess and the Frog,0.46
Space Invaders,0.46
.hack//Outbreak Part 3,0.46
Mother 1+2,0.46
MX vs. ATV Untamed,0.46
Boom Blox Bash Party,0.46
Top Spin,0.46
Brothers In Arms: D-Day,0.46
Warhawk,0.46
The Golden Compass,0.46
Tomb Raider: Legend,0.46
Just Dance 2014,0.45
Tales of Vesperia,0.45
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,0.45
Dora The Explorer: Dora Saves the Snow Princess,0.45
Missile Command,0.45
FIFA 15,0.45
Jikkyou Powerful Pro Yakyuu 3,0.45
Jikkyou Powerful Pro Yakyuu 12,0.45
Enter the Matrix,0.45
LEGO The Hobbit,0.45
NASCAR 2005: Chase for the Cup,0.45
J-League Excite Stage '95,0.45
Vin Diesel: Wheelman,0.45
NHL 15,0.45
Phantasy Star Online Episode I & II,0.45
PlayStation All-Stars Battle Royale,0.45
The Powerpuff Girls: Relish Rampage,0.45
Bleach: The Blade of Fate,0.45
American Girl: Kit Mystery Challenge!,0.45
Country Dance 2,0.45
The Chronicles of Riddick: Escape from Butcher Bay,0.45
NFL Head Coach,0.45
Ghostbusters,0.45
Nickelodeon Team Umizoomi,0.45
NCAA Gamebreaker 99,0.45
Tomb Raider: Underworld,0.45
Area 51,0.45
World Stadium 2,0.45
NHL 2005,0.45
The New York Times Crosswords,0.45
Karaoke Revolution Presents American Idol Encore,0.45
Barbie as The Island Princess,0.45
Lego Batman 3: Beyond Gotham,0.45
iCarly,0.45
Star Wars Jedi Knight: Jedi Academy,0.45
Phoenix,0.45
Dynasty Warriors: Strikeforce,0.45
Brain Challenge,0.45
Command & Conquer: Red Alert 3,0.45
